id,province,city_regency,district,sub_district,postal_code
2493,Jawa Tengah,Semarang - Kota,Semarang Selatan,Randusari,50244
2494,Jawa Tengah,Semarang - Kota,Semarang Selatan,Mugassari,50249
2495,Jawa Tengah,Semarang - Kota,Semarang Selatan,Pleburan,50241
2496,Jawa Tengah,Semarang - Kota,Semarang Selatan,Wonodri,50242
2497,Jawa Tengah,Semarang - Kota,Semarang Selatan,Peterongan,50242
2498,Jawa Tengah,Semarang - Kota,Semarang Selatan,Lamper Kidul,50249
2499,Jawa Tengah,Semarang - Kota,Semarang Selatan,Lamper Lor,50249
2500,Jawa Tengah,Semarang - Kota,Semarang Selatan,Lamper Tengah,50249
2501,Jawa Tengah,Semarang - Kota,Candisari,Jatingaleh,50254
2502,Jawa Tengah,Semarang - Kota,Candisari,Karanganyar Gunung,50255
2503,Jawa Tengah,Semarang - Kota,Candisari,Jomblang,50256
2504,Jawa Tengah,Semarang - Kota,Candisari,Candi,50257
2505,Jawa Tengah,Semarang - Kota,Candisari,Kaliwiru,50253
2506,Jawa Tengah,Semarang - Kota,Candisari,Wonotingal,50252
2507,Jawa Tengah,Semarang - Kota,Candisari,Tegalsari,50614
2508,Jawa Tengah,Semarang - Kota,Tembalang,Rowosari,50279
2509,Jawa Tengah,Semarang - Kota,Tembalang,Meteseh,50271
2510,Jawa Tengah,Semarang - Kota,Tembalang,Kramas,50278
2511,Jawa Tengah,Semarang - Kota,Tembalang,Tembalang,50275
2512,Jawa Tengah,Semarang - Kota,Tembalang,Bulusan,50277
2513,Jawa Tengah,Semarang - Kota,Tembalang,Mangunharjo,50272
2514,Jawa Tengah,Semarang - Kota,Tembalang,Sendangmulyo,50272
2515,Jawa Tengah,Semarang - Kota,Tembalang,Sambiroto,50276
2516,Jawa Tengah,Semarang - Kota,Tembalang,Jangli,50274
2517,Jawa Tengah,Semarang - Kota,Tembalang,Tandang,50274
2518,Jawa Tengah,Semarang - Kota,Tembalang,Kedungmundu,50273
2519,Jawa Tengah,Semarang - Kota,Tembalang,Sandangguwo,50273
2520,Jawa Tengah,Semarang - Kota,Pedurungan,Gemah,50246
2521,Jawa Tengah,Semarang - Kota,Pedurungan,Pedurungan Kidul,50192
2522,Jawa Tengah,Semarang - Kota,Pedurungan,Plamongan Sari,50199
2523,Jawa Tengah,Semarang - Kota,Pedurungan,Penggaron Kidul,50192
2524,Jawa Tengah,Semarang - Kota,Pedurungan,Pedurungan Lor,50192
2525,Jawa Tengah,Semarang - Kota,Pedurungan,Tlogomulyo,50113
2526,Jawa Tengah,Semarang - Kota,Pedurungan,Pedurungan Tengah,50192
2527,Jawa Tengah,Semarang - Kota,Pedurungan,Palebon,50246
2528,Jawa Tengah,Semarang - Kota,Pedurungan,Kalicari,50198
2529,Jawa Tengah,Semarang - Kota,Pedurungan,Tlogosari Kulon,50196
2530,Jawa Tengah,Semarang - Kota,Pedurungan,Tlogosari Wetan,50196
2531,Jawa Tengah,Semarang - Kota,Pedurungan,Muktiharjo Kidul,50197
2532,Jawa Tengah,Semarang - Kota,Genuk,Muktiharjo Lor,50111
2533,Jawa Tengah,Semarang - Kota,Genuk,Gebangsari,50117
2534,Jawa Tengah,Semarang - Kota,Genuk,Genuksari,50231
2535,Jawa Tengah,Semarang - Kota,Genuk,Bangetayu Kulon,50115
2536,Jawa Tengah,Semarang - Kota,Genuk,Bangetayu Wetan,50115
2537,Jawa Tengah,Semarang - Kota,Genuk,Sembungharjo,50116
2538,Jawa Tengah,Semarang - Kota,Genuk,Penggaron Lor,50113
2539,Jawa Tengah,Semarang - Kota,Genuk,Kudu,50116
2540,Jawa Tengah,Semarang - Kota,Genuk,Karangroto,50117
2541,Jawa Tengah,Semarang - Kota,Genuk,Banjardowo,50117
2542,Jawa Tengah,Semarang - Kota,Genuk,Trimulyo,50118
2543,Jawa Tengah,Semarang - Kota,Genuk,Terboyo Wetan,50112
2544,Jawa Tengah,Semarang - Kota,Genuk,Terboyo Kulon,50112
2545,Jawa Tengah,Semarang - Kota,Gayamsari,Pandean Lamper,50249
2546,Jawa Tengah,Semarang - Kota,Gayamsari,Gayamsari,50248
2547,Jawa Tengah,Semarang - Kota,Gayamsari,Siwalan,50162
2548,Jawa Tengah,Semarang - Kota,Gayamsari,Sambirejo,50166
2549,Jawa Tengah,Semarang - Kota,Gayamsari,Sawahbesar,50163
2550,Jawa Tengah,Semarang - Kota,Gayamsari,Kaligawe,50164
2551,Jawa Tengah,Semarang - Kota,Gayamsari,Tambakrejo,50174
2552,Jawa Tengah,Semarang - Kota,Semarang Timur,Karangturi,50124
2553,Jawa Tengah,Semarang - Kota,Semarang Timur,Karangtempel,50232
2554,Jawa Tengah,Semarang - Kota,Semarang Timur,Rejosari,50125
2555,Jawa Tengah,Semarang - Kota,Semarang Timur,Sarirejo,50124
2556,Jawa Tengah,Semarang - Kota,Semarang Timur,Kebonagung,50123
2557,Jawa Tengah,Semarang - Kota,Semarang Timur,bugangan,50126
2558,Jawa Tengah,Semarang - Kota,Semarang Timur,Mlatiharjo,50126
2559,Jawa Tengah,Semarang - Kota,Semarang Timur,Mlatibaru,50122
2560,Jawa Tengah,Semarang - Kota,Semarang Timur,Rejomulyo,50227
2561,Jawa Tengah,Semarang - Kota,Semarang Timur,Kemijen,50228
2562,Jawa Tengah,Semarang - Kota,Semarang Utara,Bulu Lor,50179
2563,Jawa Tengah,Semarang - Kota,Semarang Utara,Plombokan,50171
2564,Jawa Tengah,Semarang - Kota,Semarang Utara,Panggung Kidul,50178
2565,Jawa Tengah,Semarang - Kota,Semarang Utara,Panggung Lor,50177
2566,Jawa Tengah,Semarang - Kota,Semarang Utara,Kuningan,50176
2567,Jawa Tengah,Semarang - Kota,Semarang Utara,Purwosari,50172
2568,Jawa Tengah,Semarang - Kota,Semarang Utara,Dadapsari,50173
2569,Jawa Tengah,Semarang - Kota,Semarang Utara,Bandarharjo,50175
2570,Jawa Tengah,Semarang - Kota,Semarang Utara,Tanjungmas,50174
2571,Jawa Tengah,Semarang - Kota,Semarang Tengah,Pekunden,50241
2572,Jawa Tengah,Semarang - Kota,Semarang Tengah,Karangkidul,50241
2573,Jawa Tengah,Semarang - Kota,Semarang Tengah,Jagalan,50613
2574,Jawa Tengah,Semarang - Kota,Semarang Tengah,Brumbungan,50135
2575,Jawa Tengah,Semarang - Kota,Semarang Tengah,Miroto,50134
2576,Jawa Tengah,Semarang - Kota,Semarang Tengah,Gabahan,50135
2577,Jawa Tengah,Semarang - Kota,Semarang Tengah,Kranggan,50139
2578,Jawa Tengah,Semarang - Kota,Semarang Tengah,Purwodinatan,50137
2579,Jawa Tengah,Semarang - Kota,Semarang Tengah,Kauman,50188
2580,Jawa Tengah,Semarang - Kota,Semarang Tengah,Bangunharjo,50138
2581,Jawa Tengah,Semarang - Kota,Semarang Tengah,Kembangsari,50133
2582,Jawa Tengah,Semarang - Kota,Semarang Tengah,Pandansari,50139
2583,Jawa Tengah,Semarang - Kota,Semarang Tengah,Sekayu,50132
2584,Jawa Tengah,Semarang - Kota,Semarang Tengah,Pendrikan Kidul,50131
2585,Jawa Tengah,Semarang - Kota,Semarang Tengah,Pendrikan Lor,50131
2586,Jawa Tengah,Semarang - Kota,Semarang Barat,Kembangarum,50183
2587,Jawa Tengah,Semarang - Kota,Semarang Barat,Manyaran,50147
2588,Jawa Tengah,Semarang - Kota,Semarang Barat,Ngemplaksimongan,50148
2589,Jawa Tengah,Semarang - Kota,Semarang Barat,Bongsari,50148
2590,Jawa Tengah,Semarang - Kota,Semarang Barat,Bojongsalaman,50141
2591,Jawa Tengah,Semarang - Kota,Semarang Barat,Cabean,50141
2592,Jawa Tengah,Semarang - Kota,Semarang Barat,Salamanmloyo,50149
2593,Jawa Tengah,Semarang - Kota,Semarang Barat,Gisikdrono,50149
2594,Jawa Tengah,Semarang - Kota,Semarang Barat,Kalibanteng Kidul,50149
2595,Jawa Tengah,Semarang - Kota,Semarang Barat,Kalibanteng Kulon,50145
2596,Jawa Tengah,Semarang - Kota,Semarang Barat,Krapyak,50146
2597,Jawa Tengah,Semarang - Kota,Semarang Barat,Tambak Harjo,50149
2598,Jawa Tengah,Semarang - Kota,Semarang Barat,Tawangsari,50144
2599,Jawa Tengah,Semarang - Kota,Semarang Barat,Karang Ayu,50149
2600,Jawa Tengah,Semarang - Kota,Semarang Barat,Krobokan,50141
2601,Jawa Tengah,Semarang - Kota,Semarang Barat,Tawangmas,50144
2602,Jawa Tengah,Semarang - Kota,Tugu,Jerakah,50151
2603,Jawa Tengah,Semarang - Kota,Tugu,Tugurejo,50185
2604,Jawa Tengah,Semarang - Kota,Tugu,Karanganyar,50152
2605,Jawa Tengah,Semarang - Kota,Tugu,Randu Garut,50181
2606,Jawa Tengah,Semarang - Kota,Tugu,Mangkang Wetan,50156
2607,Jawa Tengah,Semarang - Kota,Tugu,Mangunharjo,50154
2608,Jawa Tengah,Semarang - Kota,Tugu,Mangkang Kulon,50155
2609,Jawa Tengah,Semarang - Kota,Ngaliyan,Podorejo,50187
2610,Jawa Tengah,Semarang - Kota,Ngaliyan,Wates,50188
2611,Jawa Tengah,Semarang - Kota,Ngaliyan,Bringin,50189
2612,Jawa Tengah,Semarang - Kota,Ngaliyan,Ngaliyan,50181
2613,Jawa Tengah,Semarang - Kota,Ngaliyan,Bambankerep,50211
2614,Jawa Tengah,Semarang - Kota,Ngaliyan,Kalipancur,50183
2615,Jawa Tengah,Semarang - Kota,Ngaliyan,Purwoyoso,50184
2616,Jawa Tengah,Semarang - Kota,Ngaliyan,Tambakaji,50185
2617,Jawa Tengah,Semarang - Kota,Ngaliyan,Gondoriyo,50187
2618,Jawa Tengah,Semarang - Kota,Ngaliyan,Wonosari,50244
2619,Sumatera Utara,Medan,Medan Tuntungan,Baru Ladang Bambu,20138
2620,Sumatera Utara,Medan,Medan Tuntungan,Sidomulyo,20137
2621,Sumatera Utara,Medan,Medan Tuntungan,Lau Cih,20136
2622,Sumatera Utara,Medan,Medan Tuntungan,Namu Gajah,20136
2623,Sumatera Utara,Medan,Medan Tuntungan,Kemenangan Tani,20136
2624,Sumatera Utara,Medan,Medan Tuntungan,Simalingkar B,20135
2625,Sumatera Utara,Medan,Medan Tuntungan,Simpang Selayang,20135
2626,Sumatera Utara,Medan,Medan Tuntungan,Tanjung Selamat,20134
2627,Sumatera Utara,Medan,Medan Tuntungan,Mangga,20141
2628,Sumatera Utara,Medan,Medan Johor,Kwala Bekala,20142
2629,Sumatera Utara,Medan,Medan Johor,Gedung Johor,20144
2630,Sumatera Utara,Medan,Medan Johor,Kedai Durian,20145
2631,Sumatera Utara,Medan,Medan Johor,Suka Maju,20146
2632,Sumatera Utara,Medan,Medan Johor,Titi Kuning,20146
2633,Sumatera Utara,Medan,Medan Johor,Pangkalan Masyhur,20143
2634,Sumatera Utara,Medan,Medan Amplas,Harjosari II,20147
2635,Sumatera Utara,Medan,Medan Amplas,Sitirejo II,20149
2636,Sumatera Utara,Medan,Medan Amplas,Sitirejo III,20149
2637,Sumatera Utara,Medan,Medan Amplas,Harjosari I,20147
2638,Sumatera Utara,Medan,Medan Amplas,Amplas,20229
2639,Sumatera Utara,Medan,Medan Amplas,Timbang Deli,20148
2640,Sumatera Utara,Medan,Medan Amplas,Bangun Mulia,20149
2641,Sumatera Utara,Medan,Medan Area,Pasar Merah Timur,20217
2642,Sumatera Utara,Medan,Medan Area,Tegal Sari II,20216
2643,Sumatera Utara,Medan,Medan Area,Tegal Sari III,20216
2644,Sumatera Utara,Medan,Medan Area,Tegal Sari I,20216
2645,Sumatera Utara,Medan,Medan Area,Sukaramai I,20216
2646,Sumatera Utara,Medan,Medan Area,Kota Matsum II,20215
2647,Sumatera Utara,Medan,Medan Area,Kota Matsum IV,20215
2648,Sumatera Utara,Medan,Medan Area,Kota Matsum I,20215
2649,Sumatera Utara,Medan,Medan Area,Sei Rengas Permata,20214
2650,Sumatera Utara,Medan,Medan Area,Sukaramai II,20216
2651,Sumatera Utara,Medan,Medan Area,Sei Rengas II,20214
2652,Sumatera Utara,Medan,Medan Area,Pandau Hulu II,20211
2653,Sumatera Utara,Medan,Medan Kota,Siti Rejo I,20219
2654,Sumatera Utara,Medan,Medan Kota,Sudi Rejo II,20218
2655,Sumatera Utara,Medan,Medan Kota,Sudi Rejo I,20218
2656,Sumatera Utara,Medan,Medan Kota,Teladan Timur,20217
2657,Sumatera Utara,Medan,Medan Kota,Teladan Barat,20217
2658,Sumatera Utara,Medan,Medan Kota,Pasar Merah Barat,20217
2659,Sumatera Utara,Medan,Medan Kota,Mesjid,20213
2660,Sumatera Utara,Medan,Medan Kota,Kota Matsum III,20215
2661,Sumatera Utara,Medan,Medan Kota,Sei Rengas I,20214
2662,Sumatera Utara,Medan,Medan Kota,Pasar Baru,20212
2663,Sumatera Utara,Medan,Medan Kota,Pusat Pasar,20212
2664,Sumatera Utara,Medan,Medan Kota,Pandau Hulu I,20211
2665,Sumatera Utara,Medan,Medan Maimun,Kampung Baru,20158
2666,Sumatera Utara,Medan,Medan Maimun,Sei Mati,20159
2667,Sumatera Utara,Medan,Medan Maimun,Suka Raja,20159
2668,Sumatera Utara,Medan,Medan Maimun,Jati,20152
2669,Sumatera Utara,Medan,Medan Maimun,Hamdan,20151
2670,Sumatera Utara,Medan,Medan Maimun,Aur,20151
2671,Sumatera Utara,Medan,Medan Polonia,Sari Rejo,20157
2672,Sumatera Utara,Medan,Medan Polonia,Suka Damai,20157
2673,Sumatera Utara,Medan,Medan Polonia,Polonia,20157
2674,Sumatera Utara,Medan,Medan Polonia,Anggrung,20152
2675,Sumatera Utara,Medan,Medan Polonia,Madras Hulu,20152
2676,Sumatera Utara,Medan,Medan Baru,Titi Rantai,20156
2677,Sumatera Utara,Medan,Medan Baru,Padang Bulan,20155
2678,Sumatera Utara,Medan,Medan Baru,Merdeka,20154
2679,Sumatera Utara,Medan,Medan Baru,Darat,20153
2680,Sumatera Utara,Medan,Medan Baru,Babura,20154
2681,Sumatera Utara,Medan,Medan Baru,Petisah Hulu,20153
2682,Sumatera Utara,Medan,Medan Sunggal,Sunggal,20128
2683,Sumatera Utara,Medan,Medan Sunggal,Tanjung Rejo,20122
2684,Sumatera Utara,Medan,Medan Sunggal,Babura,20121
2685,Sumatera Utara,Medan,Medan Sunggal,Simpang Tanjung,20122
2686,Sumatera Utara,Medan,Medan Sunggal,Sei Sikambang B,20122
2687,Sumatera Utara,Medan,Medan Sunggal,Lalang,20127
2688,Sumatera Utara,Medan,Medan Selayang,Sempakata,20132
2689,Sumatera Utara,Medan,Medan Selayang,Beringin,20131
2690,Sumatera Utara,Medan,Medan Selayang,Padang Bulan Selayang II,20131
2691,Sumatera Utara,Medan,Medan Selayang,Padang Bulan Selayang I,20131
2692,Sumatera Utara,Medan,Medan Selayang,Tanjung Sari,20132
2693,Sumatera Utara,Medan,Medan Selayang,Asam Kumbang,20133
2694,Sumatera Utara,Medan,Medan Helvetia,Cinta Damai,20126
2695,Sumatera Utara,Medan,Medan Helvetia,Sei Sikambang C II,20123
2696,Sumatera Utara,Medan,Medan Helvetia,Dwi Kora,20123
2697,Sumatera Utara,Medan,Medan Helvetia,Helvetia Timur,20124
2698,Sumatera Utara,Medan,Medan Helvetia,Helvetia Tengah,20124
2699,Sumatera Utara,Medan,Medan Helvetia,Helvetia,20124
2700,Sumatera Utara,Medan,Medan Helvetia,Tanjung Gusta,20125
2701,Sumatera Utara,Medan,Medan Petisah,Sei Sikambang D,20119
2702,Sumatera Utara,Medan,Medan Petisah,Petisah Tengah,20112
2703,Sumatera Utara,Medan,Medan Petisah,Sekip,20113
2704,Sumatera Utara,Medan,Medan Petisah,Sei Putih Timur II,20118
2705,Sumatera Utara,Medan,Medan Petisah,Sei Putih Timur I,20118
2706,Sumatera Utara,Medan,Medan Petisah,Sei Putih Tengah,20112
2707,Sumatera Utara,Medan,Medan Petisah,Sei Putih Barat,20118
2708,Sumatera Utara,Medan,Medan Barat,Kesawan,20111
2709,Sumatera Utara,Medan,Medan Barat,Silalas,20114
2710,Sumatera Utara,Medan,Medan Barat,Sei Agul,20117
2711,Sumatera Utara,Medan,Medan Barat,Karang Berombak,20117
2712,Sumatera Utara,Medan,Medan Barat,Glugur Kota,20115
2713,Sumatera Utara,Medan,Medan Barat,Pulo Brayan Kota,20116
2714,Sumatera Utara,Medan,Medan Timur,Gang Buntu,20231
2715,Sumatera Utara,Medan,Medan Timur,Sidodadi,20234
2716,Sumatera Utara,Medan,Medan Timur,Perintis,20231
2717,Sumatera Utara,Medan,Medan Timur,Gaharu,20235
2718,Sumatera Utara,Medan,Medan Timur,Durian,20235
2719,Sumatera Utara,Medan,Medan Timur,Glugur Darat II,20238
2720,Sumatera Utara,Medan,Medan Timur,Glugur Darat I,20238
2721,Sumatera Utara,Medan,Medan Timur,Pulo Brayan Darat I,20239
2722,Sumatera Utara,Medan,Medan Timur,Pulo Brayan Darat II,20239
2723,Sumatera Utara,Medan,Medan Timur,Pulo Brayan Bengkel Baru,20239
2724,Sumatera Utara,Medan,Medan Timur,Pulo Brayan Bengkel,20239
2725,Sumatera Utara,Medan,Medan Perjuangan,Pandau Hilir,20232
2726,Sumatera Utara,Medan,Medan Perjuangan,Sei Kera Hulu,20233
2727,Sumatera Utara,Medan,Medan Perjuangan,Pahlawan,20233
2728,Sumatera Utara,Medan,Medan Perjuangan,Sei Kera Hilir I,20233
2729,Sumatera Utara,Medan,Medan Perjuangan,Sei Kera Hilir II,20233
2730,Sumatera Utara,Medan,Medan Perjuangan,Sidorame Timur,20236
2731,Sumatera Utara,Medan,Medan Perjuangan,Sidorame Barat II,20236
2732,Sumatera Utara,Medan,Medan Perjuangan,Sidorame Barat I,20236
2733,Sumatera Utara,Medan,Medan Perjuangan,Tegal Rejo,20237
2734,Sumatera Utara,Medan,Medan Tembung,Indra Kasih,20221
2735,Sumatera Utara,Medan,Medan Tembung,Sidorejo Hilir,20222
2736,Sumatera Utara,Medan,Medan Tembung,Sidorejo,20222
2737,Sumatera Utara,Medan,Medan Tembung,Bantan Timur,20224
2738,Sumatera Utara,Medan,Medan Tembung,Bandar Selamat,20223
2739,Sumatera Utara,Medan,Medan Tembung,Bantan,20224
2740,Sumatera Utara,Medan,Medan Tembung,Tembung,20225
2741,Sumatera Utara,Medan,Medan Deli,Tanjung Mulia,20241
2742,Sumatera Utara,Medan,Medan Deli,Tanjung Mulia Hilir,20241
2743,Sumatera Utara,Medan,Medan Deli,Mabar Hilir,20242
2744,Sumatera Utara,Medan,Medan Deli,Mabar,20242
2745,Sumatera Utara,Medan,Medan Deli,Kota Bangun,20243
2746,Sumatera Utara,Medan,Medan Deli,Titi Papan,20244
2747,Sumatera Utara,Medan,Medan Marelan,Tanam Enam Ratus,20245
2748,Sumatera Utara,Medan,Medan Marelan,Rengas Pulau,20255
2749,Sumatera Utara,Medan,Medan Marelan,Terjun,20256
2750,Sumatera Utara,Medan,Medan Marelan,Paya Pasir,20250
2751,Sumatera Utara,Medan,Medan Marelan,Labuhan Deli,20254
2752,Sumatera Utara,Medan,Medan Belawan,Belawan Pulau Sicanang,20412
2753,Sumatera Utara,Medan,Medan Belawan,Belawan Bahagia,20415
2754,Sumatera Utara,Medan,Medan Belawan,Belawan Bahari,20414
2755,Sumatera Utara,Medan,Medan Belawan,Belawan II,20412
2756,Sumatera Utara,Medan,Medan Belawan,Bagan Deli,20414
2757,Sumatera Utara,Medan,Medan Belawan,Belawan I,20411
2758,Jawa Timur,Sidoarjo,Tarik,Kramat Temenggung,61265
2759,Jawa Timur,Sidoarjo,Tarik,Mliriprowo,61265
2760,Jawa Timur,Sidoarjo,Tarik,Sebani,61265
2761,Jawa Timur,Sidoarjo,Tarik,Kedungbocok,61265
2762,Jawa Timur,Sidoarjo,Tarik,Singogalih,61265
2763,Jawa Timur,Sidoarjo,Tarik,Tarik,61265
2764,Jawa Timur,Sidoarjo,Tarik,Mergobener,61265
2765,Jawa Timur,Sidoarjo,Tarik,Mergosari,61265
2766,Jawa Timur,Sidoarjo,Tarik,Kendalsewu,61265
2767,Jawa Timur,Sidoarjo,Tarik,Klantingsari,61265
2768,Jawa Timur,Sidoarjo,Tarik,Kalimati,61265
2769,Jawa Timur,Sidoarjo,Tarik,Gempolklutuk,61265
2770,Jawa Timur,Sidoarjo,Tarik,Banjarwungu,61265
2771,Jawa Timur,Sidoarjo,Tarik,Kemuning,61265
2772,Jawa Timur,Sidoarjo,Tarik,Balongmacekan,61265
2773,Jawa Timur,Sidoarjo,Tarik,Gampingrowo,61265
2774,Jawa Timur,Sidoarjo,Tarik,Mindugading,61265
2775,Jawa Timur,Sidoarjo,Tarik,Janti,61265
2776,Jawa Timur,Sidoarjo,Tarik,Segodobancang,61265
2777,Jawa Timur,Sidoarjo,Tarik,Kedinding,61265
2778,Jawa Timur,Sidoarjo,Prambon,Prambon,61264
2779,Jawa Timur,Sidoarjo,Prambon,Kejartengguli,61264
2780,Jawa Timur,Sidoarjo,Prambon,Gedangrowo,61264
2781,Jawa Timur,Sidoarjo,Prambon,Wirobiting,61264
2782,Jawa Timur,Sidoarjo,Prambon,Simpang,61264
2783,Jawa Timur,Sidoarjo,Prambon,Bulang,61264
2784,Jawa Timur,Sidoarjo,Prambon,Gampang,61264
2785,Jawa Timur,Sidoarjo,Prambon,Jatikalang,61264
2786,Jawa Timur,Sidoarjo,Prambon,Pejangkungan,61264
2787,Jawa Timur,Sidoarjo,Prambon,Kedungsugo,61264
2788,Jawa Timur,Sidoarjo,Prambon,Kedungwonokerto,61264
2789,Jawa Timur,Sidoarjo,Prambon,Bendotretek,61264
2790,Jawa Timur,Sidoarjo,Prambon,Wono Plintahan,61264
2791,Jawa Timur,Sidoarjo,Prambon,Kedungkembar,61264
2792,Jawa Timur,Sidoarjo,Prambon,Jati Alun Alun,61264
2793,Jawa Timur,Sidoarjo,Prambon,Jedogcangkring,61264
2794,Jawa Timur,Sidoarjo,Prambon,Cangkringturi,61264
2795,Jawa Timur,Sidoarjo,Prambon,Simogirang,61264
2796,Jawa Timur,Sidoarjo,Prambon,Temu,61264
2797,Jawa Timur,Sidoarjo,Prambon,Watutulis,61264
2798,Jawa Timur,Sidoarjo,Krembung,Tambakrejo,61275
2799,Jawa Timur,Sidoarjo,Krembung,Keper,61275
2800,Jawa Timur,Sidoarjo,Krembung,Kedungsumur,61275
2801,Jawa Timur,Sidoarjo,Krembung,Kedungrawan,61275
2802,Jawa Timur,Sidoarjo,Krembung,Tanjeng Wagir,61275
2803,Jawa Timur,Sidoarjo,Krembung,Mojoruntut,61275
2804,Jawa Timur,Sidoarjo,Krembung,Gading,61275
2805,Jawa Timur,Sidoarjo,Krembung,Wangkal,61275
2806,Jawa Timur,Sidoarjo,Krembung,Jenggot,61275
2807,Jawa Timur,Sidoarjo,Krembung,Waung,61275
2808,Jawa Timur,Sidoarjo,Krembung,Ploso,61275
2809,Jawa Timur,Sidoarjo,Krembung,Rejeni,61275
2810,Jawa Timur,Sidoarjo,Krembung,Kandangan,61275
2811,Jawa Timur,Sidoarjo,Krembung,Krembung,61275
2812,Jawa Timur,Sidoarjo,Krembung,Lemujut,61275
2813,Jawa Timur,Sidoarjo,Krembung,Cangkring,61275
2814,Jawa Timur,Sidoarjo,Krembung,Keret,61275
2815,Jawa Timur,Sidoarjo,Krembung,Wonomlati,61275
2816,Jawa Timur,Sidoarjo,Krembung,Balonggarut,61275
2817,Jawa Timur,Sidoarjo,Porong,Kebonagung,61274
2818,Jawa Timur,Sidoarjo,Porong,Porong,61274
2819,Jawa Timur,Sidoarjo,Porong,Mindi,61274
2820,Jawa Timur,Sidoarjo,Porong,Jatirejo,61274
2821,Jawa Timur,Sidoarjo,Porong,Ronokenongo,61274
2822,Jawa Timur,Sidoarjo,Porong,Glagah Arum,61274
2823,Jawa Timur,Sidoarjo,Porong,Plumbon,61274
2824,Jawa Timur,Sidoarjo,Porong,Siring,61274
2825,Jawa Timur,Sidoarjo,Porong,Gedang,61274
2826,Jawa Timur,Sidoarjo,Porong,Juwet Kenongo,61274
2827,Jawa Timur,Sidoarjo,Porong,Kedungsolo,61274
2828,Jawa Timur,Sidoarjo,Porong,Kebakalan,61274
2829,Jawa Timur,Sidoarjo,Porong,Kesambi,61274
2830,Jawa Timur,Sidoarjo,Porong,Pamotan,61274
2831,Jawa Timur,Sidoarjo,Porong,Wunut,61274
2832,Jawa Timur,Sidoarjo,Porong,Candipari,61274
2833,Jawa Timur,Sidoarjo,Porong,Lajuk,61274
2834,Jawa Timur,Sidoarjo,Porong,Kedungboto,61274
2835,Jawa Timur,Sidoarjo,Porong,Pesawahan,61274
2836,Jawa Timur,Sidoarjo,Jabon,Panggareh,61276
2837,Jawa Timur,Sidoarjo,Jabon,Trompoasri,61276
2838,Jawa Timur,Sidoarjo,Jabon,Kedungrejo,61276
2839,Jawa Timur,Sidoarjo,Jabon,Kedungpandan,61276
2840,Jawa Timur,Sidoarjo,Jabon,Semambung,61276
2841,Jawa Timur,Sidoarjo,Jabon,Kupang,61276
2842,Jawa Timur,Sidoarjo,Jabon,Tambak Kalisogo,61276
2843,Jawa Timur,Sidoarjo,Jabon,Balongtani,61276
2844,Jawa Timur,Sidoarjo,Jabon,Jemirahan,61276
2845,Jawa Timur,Sidoarjo,Jabon,Dukuhsari,61276
2846,Jawa Timur,Sidoarjo,Jabon,Kedungcangkring,61276
2847,Jawa Timur,Sidoarjo,Jabon,Pejarakan,61276
2848,Jawa Timur,Sidoarjo,Jabon,Besuki,61276
2849,Jawa Timur,Sidoarjo,Jabon,Keboguyang,61276
2850,Jawa Timur,Sidoarjo,Jabon,Permisan,61276
2851,Jawa Timur,Sidoarjo,Tanggulangin,Randegan,61272
2852,Jawa Timur,Sidoarjo,Tanggulangin,Kedensari,61272
2853,Jawa Timur,Sidoarjo,Tanggulangin,Kalisampurno,61272
2854,Jawa Timur,Sidoarjo,Tanggulangin,Ketapang,61272
2855,Jawa Timur,Sidoarjo,Tanggulangin,Kedungbendo,61272
2856,Jawa Timur,Sidoarjo,Tanggulangin,Gempolsari,61272
2857,Jawa Timur,Sidoarjo,Tanggulangin,Sentul,61272
2858,Jawa Timur,Sidoarjo,Tanggulangin,Penatarsewu,61272
2859,Jawa Timur,Sidoarjo,Tanggulangin,Banjarasri,61272
2860,Jawa Timur,Sidoarjo,Tanggulangin,Banjarpanji,61272
2861,Jawa Timur,Sidoarjo,Tanggulangin,Kedungbanteng,61272
2862,Jawa Timur,Sidoarjo,Tanggulangin,Kalidawir,61272
2863,Jawa Timur,Sidoarjo,Tanggulangin,Putat,61272
2864,Jawa Timur,Sidoarjo,Tanggulangin,Ngaban,61272
2865,Jawa Timur,Sidoarjo,Tanggulangin,Kalitengah,61272
2866,Jawa Timur,Sidoarjo,Tanggulangin,Kludan,61272
2867,Jawa Timur,Sidoarjo,Tanggulangin,Boro,61272
2868,Jawa Timur,Sidoarjo,Tanggulangin,Ketegan,61272
2869,Jawa Timur,Sidoarjo,Tanggulangin,Ganggang Panjang,61272
2870,Jawa Timur,Sidoarjo,Candi,Karangtanjung,61271
2871,Jawa Timur,Sidoarjo,Candi,Sumorame,61271
2872,Jawa Timur,Sidoarjo,Candi,Ngampelsari,61271
2873,Jawa Timur,Sidoarjo,Candi,Balonggabus,61271
2874,Jawa Timur,Sidoarjo,Candi,Balongdowo,61271
2875,Jawa Timur,Sidoarjo,Candi,Kendalpecabean,61271
2876,Jawa Timur,Sidoarjo,Candi,Kedung Peluk,61271
2877,Jawa Timur,Sidoarjo,Candi,Kalipecabean,61271
2878,Jawa Timur,Sidoarjo,Candi,Klurak,61271
2879,Jawa Timur,Sidoarjo,Candi,Kebonsari,61271
2880,Jawa Timur,Sidoarjo,Candi,Gelam,61271
