id,province,city_regency,district,sub_district,postal_code
1004,Jawa Barat,Bogor - Kabupaten,Jonggol,Sukagalih,16830
1005,Jawa Barat,Bogor - Kabupaten,Cileungsi,Dayeuh,16820
1006,Jawa Barat,Bogor - Kabupaten,Cileungsi,Mampir,16820
1007,Jawa Barat,Bogor - Kabupaten,Cileungsi,Setu Sari,16820
1008,Jawa Barat,Bogor - Kabupaten,Cileungsi,Cipeucang,16820
1009,Jawa Barat,Bogor - Kabupaten,Cileungsi,Jatisari,16820
1010,Jawa Barat,Bogor - Kabupaten,Cileungsi,Gandoang,16820
1011,Jawa Barat,Bogor - Kabupaten,Cileungsi,Mekarsari,16820
1012,Jawa Barat,Bogor - Kabupaten,Cileungsi,Cileungsi Kidul,16820
1013,Jawa Barat,Bogor - Kabupaten,Cileungsi,Cileungsi,16820
1014,Jawa Barat,Bogor - Kabupaten,Cileungsi,Limus Nunggal,16820
1015,Jawa Barat,Bogor - Kabupaten,Cileungsi,Pasir Angin,16820
1016,Jawa Barat,Bogor - Kabupaten,Cileungsi,Cipenjo,16820
1017,Jawa Barat,Bogor - Kabupaten,Kelapa Nunggal,Leuwikaret,16710
1018,Jawa Barat,Bogor - Kabupaten,Kelapa Nunggal,Lulut,16710
1019,Jawa Barat,Bogor - Kabupaten,Kelapa Nunggal,Bantar Jati,16710
1020,Jawa Barat,Bogor - Kabupaten,Kelapa Nunggal,Nambo,16710
1021,Jawa Barat,Bogor - Kabupaten,Kelapa Nunggal,Kembang Kuning,16710
1022,Jawa Barat,Bogor - Kabupaten,Kelapa Nunggal,Kelapa Nunggal,16710
1023,Jawa Barat,Bogor - Kabupaten,Kelapa Nunggal,Ligarmukti,16710
1024,Jawa Barat,Bogor - Kabupaten,Kelapa Nunggal,Bojong,16710
1025,Jawa Barat,Bogor - Kabupaten,Kelapa Nunggal,Cikahuripan,16710
1026,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Karanggan,16960
1027,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Gunung Putri,16961
1028,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Tlajung Udik,16962
1029,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Bojong Nangka,16963
1030,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Cicadas,16964
1031,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Wanaherang,16965
1032,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Cikeas Udik,16966
1033,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Nagrak,16967
1034,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Ciangsana,16968
1035,Jawa Barat,Bogor - Kabupaten,Gunung Putri,Bojong Kulur,16969
1036,Jawa Barat,Bogor - Kabupaten,Citeureup,Tangkil,16810
1037,Jawa Barat,Bogor - Kabupaten,Citeureup,Hambalang,16810
1038,Jawa Barat,Bogor - Kabupaten,Citeureup,Tajur,16810
1039,Jawa Barat,Bogor - Kabupaten,Citeureup,Pasir Mukti,16810
1040,Jawa Barat,Bogor - Kabupaten,Citeureup,Sukahati,16810
1041,Jawa Barat,Bogor - Kabupaten,Citeureup,Leuwinutug,16810
1042,Jawa Barat,Bogor - Kabupaten,Citeureup,Sanja,16810
1043,Jawa Barat,Bogor - Kabupaten,Citeureup,Karang Asem Barat,16810
1044,Jawa Barat,Bogor - Kabupaten,Citeureup,Karang Asem Timur,16810
1045,Jawa Barat,Bogor - Kabupaten,Citeureup,Tarikolot,16810
1046,Jawa Barat,Bogor - Kabupaten,Citeureup,Gunung Sari,16810
1047,Jawa Barat,Bogor - Kabupaten,Citeureup,Citeureup,16810
1048,Jawa Barat,Bogor - Kabupaten,Citeureup,Puspanegara,16810
1049,Jawa Barat,Bogor - Kabupaten,Citeureup,Puspasari,16810
1050,Jawa Barat,Bogor - Kabupaten,Cibinong,Karadenan,16913
1051,Jawa Barat,Bogor - Kabupaten,Cibinong,Nanggewer,16912
1052,Jawa Barat,Bogor - Kabupaten,Cibinong,Nanggewer Mekar,16912
1053,Jawa Barat,Bogor - Kabupaten,Cibinong,Cibinong,16911
1054,Jawa Barat,Bogor - Kabupaten,Cibinong,Pakansari,16915
1055,Jawa Barat,Bogor - Kabupaten,Cibinong,Sukahati,16913
1056,Jawa Barat,Bogor - Kabupaten,Cibinong,Tengah,16914
1057,Jawa Barat,Bogor - Kabupaten,Cibinong,Pondok Rajeg,16914
1058,Jawa Barat,Bogor - Kabupaten,Cibinong,Harapan Jaya,16914
1059,Jawa Barat,Bogor - Kabupaten,Cibinong,Pabuaran,16916
1060,Jawa Barat,Bogor - Kabupaten,Cibinong,Cirimekar,16917
1061,Jawa Barat,Bogor - Kabupaten,Cibinong,Ciriung,16918
1062,Jawa Barat,Bogor - Kabupaten,Bojong Gede,Cimanggis,16920
1063,Jawa Barat,Bogor - Kabupaten,Bojong Gede,Waringin Jaya,16920
1064,Jawa Barat,Bogor - Kabupaten,Bojong Gede,Kedung Waringin,16923
1065,Jawa Barat,Bogor - Kabupaten,Bojong Gede,Bojong Gede,16922
1066,Jawa Barat,Bogor - Kabupaten,Bojong Gede,Susukan,16920
1067,Jawa Barat,Bogor - Kabupaten,Bojong Gede,Bojong Baru,16920
1068,Jawa Barat,Bogor - Kabupaten,Bojong Gede,Rawa Panjang,16920
1069,Jawa Barat,Bogor - Kabupaten,Bojong Gede,Pabuaran,16921
1070,Jawa Barat,Bogor - Kabupaten,Bojong Gede,Ragajaya,16920
1071,Jawa Barat,Bogor - Kabupaten,Tajur Halang,Tonjong,16320
1072,Jawa Barat,Bogor - Kabupaten,Tajur Halang,Tajur Halang,16320
1073,Jawa Barat,Bogor - Kabupaten,Tajur Halang,Sukmajaya,16320
1074,Jawa Barat,Bogor - Kabupaten,Tajur Halang,Nanggerang,16320
1075,Jawa Barat,Bogor - Kabupaten,Tajur Halang,Sasak Panjang,16320
1076,Jawa Barat,Bogor - Kabupaten,Tajur Halang,Kalisuren,16320
1077,Jawa Barat,Bogor - Kabupaten,Tajur Halang,Citayam,16320
1078,Jawa Barat,Bogor - Kabupaten,Kemang,Semplak Barat,16310
1079,Jawa Barat,Bogor - Kabupaten,Kemang,Atang Senjaya,16310
1080,Jawa Barat,Bogor - Kabupaten,Kemang,Parakan Jaya,16310
1081,Jawa Barat,Bogor - Kabupaten,Kemang,Bojong,16310
1082,Jawa Barat,Bogor - Kabupaten,Kemang,Kemang,16310
1083,Jawa Barat,Bogor - Kabupaten,Kemang,Pabuaran,16310
1084,Jawa Barat,Bogor - Kabupaten,Kemang,Tegal,16310
1085,Jawa Barat,Bogor - Kabupaten,Kemang,Pondok Udik,16310
1086,Jawa Barat,Bogor - Kabupaten,Kemang,Jampang,16310
1087,Jawa Barat,Bogor - Kabupaten,Ranca Bungur,Mekarsari,16310
1088,Jawa Barat,Bogor - Kabupaten,Ranca Bungur,Rancabungur,16310
1089,Jawa Barat,Bogor - Kabupaten,Ranca Bungur,Pasirgaok,16310
1090,Jawa Barat,Bogor - Kabupaten,Ranca Bungur,Bantarjaya,16310
1091,Jawa Barat,Bogor - Kabupaten,Ranca Bungur,Bantarsari,16310
1092,Jawa Barat,Bogor - Kabupaten,Ranca Bungur,Candali,16310
1093,Jawa Barat,Bogor - Kabupaten,Ranca Bungur,Cimulang,16310
1094,Jawa Barat,Bogor - Kabupaten,Parung,Iwul,16330
1095,Jawa Barat,Bogor - Kabupaten,Parung,Jabon Mekar,16330
1096,Jawa Barat,Bogor - Kabupaten,Parung,Pamagersari,16330
1097,Jawa Barat,Bogor - Kabupaten,Parung,Parung,16330
1098,Jawa Barat,Bogor - Kabupaten,Parung,Waru,16330
1099,Jawa Barat,Bogor - Kabupaten,Parung,Warujaya,16330
1100,Jawa Barat,Bogor - Kabupaten,Parung,Bojong Sempu,16330
1101,Jawa Barat,Bogor - Kabupaten,Parung,Bojong Indah,16330
1102,Jawa Barat,Bogor - Kabupaten,Parung,Cogreg,16330
1103,Jawa Barat,Bogor - Kabupaten,Ciseeng,Karihkil,16120
1104,Jawa Barat,Bogor - Kabupaten,Ciseeng,Cibeuteung Udik,16120
1105,Jawa Barat,Bogor - Kabupaten,Ciseeng,Babakan,16120
1106,Jawa Barat,Bogor - Kabupaten,Ciseeng,Putat Nutug,16120
1107,Jawa Barat,Bogor - Kabupaten,Ciseeng,Cibeuteung Muara,16120
1108,Jawa Barat,Bogor - Kabupaten,Ciseeng,Cibentang,16120
1109,Jawa Barat,Bogor - Kabupaten,Ciseeng,Parigi Mekar,16120
1110,Jawa Barat,Bogor - Kabupaten,Ciseeng,Ciseeng,16120
1111,Jawa Barat,Bogor - Kabupaten,Ciseeng,Cihowe,16120
1112,Jawa Barat,Bogor - Kabupaten,Ciseeng,Kuripan,16120
1113,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Jampang,16340
1114,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Cibadung,16340
1115,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Cibinong,16340
1116,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Cidokom,16340
1117,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Padurenan,16340
1118,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Curug,16340
1119,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Rawakalong,16340
1120,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Pengasinan,16340
1121,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Gunung Sindur,16340
1122,Jawa Barat,Bogor - Kabupaten,Gunung Sindur,Pabuaran,16340
1123,Jawa Barat,Bogor - Kabupaten,Rumpin,Leuwibatu,16350
1124,Jawa Barat,Bogor - Kabupaten,Rumpin,Cidokom,16350
1125,Jawa Barat,Bogor - Kabupaten,Rumpin,Gobang,16350
1126,Jawa Barat,Bogor - Kabupaten,Rumpin,Rabak,16350
1127,Jawa Barat,Bogor - Kabupaten,Rumpin,Cibodas,16350
1128,Jawa Barat,Bogor - Kabupaten,Rumpin,Kampung Sawah,16350
1129,Jawa Barat,Bogor - Kabupaten,Rumpin,Rumpin,16350
1130,Jawa Barat,Bogor - Kabupaten,Rumpin,Cipinang,16350
1131,Jawa Barat,Bogor - Kabupaten,Rumpin,Sukasari,16350
1132,Jawa Barat,Bogor - Kabupaten,Rumpin,Kertajaya,16350
1133,Jawa Barat,Bogor - Kabupaten,Rumpin,Taman Sari,16350
1134,Jawa Barat,Bogor - Kabupaten,Rumpin,Sukamulya,16350
1135,Jawa Barat,Bogor - Kabupaten,Rumpin,Mekarsari,16350
1136,Jawa Barat,Bogor - Kabupaten,Rumpin,Mekarjaya,16350
1137,Jawa Barat,Bogor - Kabupaten,Cigudeg,Sukaraksa,16660
1138,Jawa Barat,Bogor - Kabupaten,Cigudeg,Sukamaju,16660
1139,Jawa Barat,Bogor - Kabupaten,Cigudeg,Cigudeg,16660
1140,Jawa Barat,Bogor - Kabupaten,Cigudeg,Banyu Resmi,16660
1141,Jawa Barat,Bogor - Kabupaten,Cigudeg,Wargajaya,16660
1142,Jawa Barat,Bogor - Kabupaten,Cigudeg,Bunar,16660
1143,Jawa Barat,Bogor - Kabupaten,Cigudeg,Mekarjaya,16660
1144,Jawa Barat,Bogor - Kabupaten,Cigudeg,Cintamanik,16660
1145,Jawa Barat,Bogor - Kabupaten,Cigudeg,Banyu Wangi,16660
1146,Jawa Barat,Bogor - Kabupaten,Cigudeg,Banyu Asih,16660
1147,Jawa Barat,Bogor - Kabupaten,Cigudeg,Tegallega,16660
1148,Jawa Barat,Bogor - Kabupaten,Cigudeg,Batu Jajar,16660
1149,Jawa Barat,Bogor - Kabupaten,Cigudeg,Rengasjajar,16660
1150,Jawa Barat,Bogor - Kabupaten,Cigudeg,Bangunjaya,16660
1151,Jawa Barat,Bogor - Kabupaten,Cigudeg,Argapura,16660
1152,Jawa Barat,Bogor - Kabupaten,Sukajaya,Cisarua,16660
1153,Jawa Barat,Bogor - Kabupaten,Sukajaya,Kiarasari,16660
1154,Jawa Barat,Bogor - Kabupaten,Sukajaya,Kiarapandak,16660
1155,Jawa Barat,Bogor - Kabupaten,Sukajaya,Harkatjaya,16660
1156,Jawa Barat,Bogor - Kabupaten,Sukajaya,Sukajaya,16660
1157,Jawa Barat,Bogor - Kabupaten,Sukajaya,Sipayung,16660
1158,Jawa Barat,Bogor - Kabupaten,Sukajaya,Sukamulih,16660
1159,Jawa Barat,Bogor - Kabupaten,Sukajaya,Pasir Madang,16660
1160,Jawa Barat,Bogor - Kabupaten,Sukajaya,Cileuksa,16660
1161,Jawa Barat,Bogor - Kabupaten,Sukajaya,Urug,16660
1162,Jawa Barat,Bogor - Kabupaten,Sukajaya,Jayaraharja,16660
1163,Jawa Barat,Bogor - Kabupaten,Jasinga,Pangradin,16670
1164,Jawa Barat,Bogor - Kabupaten,Jasinga,Kalongsawah,16670
1165,Jawa Barat,Bogor - Kabupaten,Jasinga,Sipak,16670
1166,Jawa Barat,Bogor - Kabupaten,Jasinga,Pamagersari,16670
1167,Jawa Barat,Bogor - Kabupaten,Jasinga,Jugala Jaya,16670
1168,Jawa Barat,Bogor - Kabupaten,Jasinga,Curug,16670
1169,Jawa Barat,Bogor - Kabupaten,Jasinga,Tegal Wangi,16670
1170,Jawa Barat,Bogor - Kabupaten,Jasinga,Koleang,16670
1171,Jawa Barat,Bogor - Kabupaten,Jasinga,Jasinga,16670
1172,Jawa Barat,Bogor - Kabupaten,Jasinga,Setu,16670
1173,Jawa Barat,Bogor - Kabupaten,Jasinga,Cikopomayak,16670
1174,Jawa Barat,Bogor - Kabupaten,Jasinga,Neglasari,16670
1175,Jawa Barat,Bogor - Kabupaten,Jasinga,Bagoang,16670
1176,Jawa Barat,Bogor - Kabupaten,Jasinga,Barengkok,16670
1177,Jawa Barat,Bogor - Kabupaten,Jasinga,Pangaur,16670
1178,Jawa Barat,Bogor - Kabupaten,Jasinga,Wirajaya,16670
1179,Jawa Barat,Bogor - Kabupaten,Tenjo,Ciomas,16370
1180,Jawa Barat,Bogor - Kabupaten,Tenjo,Tapos,16370
1181,Jawa Barat,Bogor - Kabupaten,Tenjo,Batok,16370
1182,Jawa Barat,Bogor - Kabupaten,Tenjo,Babakan,16370
1183,Jawa Barat,Bogor - Kabupaten,Tenjo,Bojong,16370
1184,Jawa Barat,Bogor - Kabupaten,Tenjo,Singabraja,16370
1185,Jawa Barat,Bogor - Kabupaten,Tenjo,Tenjo,16370
1186,Jawa Barat,Bogor - Kabupaten,Tenjo,Cilaku,16370
1187,Jawa Barat,Bogor - Kabupaten,Tenjo,Singabangsa,16370
1188,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Jagabaya,16360
1189,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Gorowong,16360
1190,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Dago,16360
1191,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Cikuda,16360
1192,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Pingku,16360
1193,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Lumpang,16360
1194,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Gintung Cilejet,16360
1195,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Jagabita,16360
1196,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Cibunar,16360
1197,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Parungpanjang,16360
1198,Jawa Barat,Bogor - Kabupaten,Parung Panjang,Kabasiran,16360
1199,Banten,Tangerang - Kota,Ciledug,Tajur,15152
1200,Banten,Tangerang - Kota,Ciledug,Parung Serab,15153
1201,Banten,Tangerang - Kota,Ciledug,Paninggilan,15153
1202,Banten,Tangerang - Kota,Ciledug,Paninggilan Utara,15153
1203,Banten,Tangerang - Kota,Ciledug,Sudimara Selatan,15151
1204,Banten,Tangerang - Kota,Ciledug,Sudimara Barat,15151
1205,Banten,Tangerang - Kota,Ciledug,Sudimara Jaya,15151
1206,Banten,Tangerang - Kota,Ciledug,Sudimara Timur,15151
1207,Banten,Tangerang - Kota,Larangan,Larangan Selatan,15154
1208,Banten,Tangerang - Kota,Larangan,Gaga,15154
1209,Banten,Tangerang - Kota,Larangan,Cipadu Jaya,15155
1210,Banten,Tangerang - Kota,Larangan,Kreo Selatan,15156
1211,Banten,Tangerang - Kota,Larangan,Cipadu,15155
1212,Banten,Tangerang - Kota,Larangan,Kreo,15156
1213,Banten,Tangerang - Kota,Larangan,Larangan Indah,15154
1214,Banten,Tangerang - Kota,Larangan,Larangan Utara,15154
1215,Banten,Tangerang - Kota,Karang Tengah,Pedurenan,15158
1216,Banten,Tangerang - Kota,Karang Tengah,Pondok Pucung,15158
1217,Banten,Tangerang - Kota,Karang Tengah,Karang Tengah,15157
1218,Banten,Tangerang - Kota,Karang Tengah,Karang Timur,15157
1219,Banten,Tangerang - Kota,Karang Tengah,Karang Mulya,15157
1220,Banten,Tangerang - Kota,Karang Tengah,Parung Jaya,15159
1221,Banten,Tangerang - Kota,Karang Tengah,Pondok Bahar,15159
1222,Banten,Tangerang - Kota,Cipondoh,Poris Plawad Indah,15141
1223,Banten,Tangerang - Kota,Cipondoh,Cipondoh,15148
1224,Banten,Tangerang - Kota,Cipondoh,Kenanga,15146
1225,Banten,Tangerang - Kota,Cipondoh,Gondrong,15146
1226,Banten,Tangerang - Kota,Cipondoh,Petir,15147
1227,Banten,Tangerang - Kota,Cipondoh,Ketapang,15147
1228,Banten,Tangerang - Kota,Cipondoh,Cipondoh Indah,15148
1229,Banten,Tangerang - Kota,Cipondoh,Cipondoh Makmur,15148
1230,Banten,Tangerang - Kota,Cipondoh,Poris Plawad Utara,15141
1231,Banten,Tangerang - Kota,Cipondoh,Poris Plawad,15141
1232,Banten,Tangerang - Kota,Pinang,Panunggangan Utara,15143
1233,Banten,Tangerang - Kota,Pinang,Panunggangan,15143
1234,Banten,Tangerang - Kota,Pinang,Panunggangan Timur,15143
1235,Banten,Tangerang - Kota,Pinang,Kunciran,15144
1236,Banten,Tangerang - Kota,Pinang,Kunciran Indah,15144
1237,Banten,Tangerang - Kota,Pinang,Sudimara Pinang,15145
1238,Banten,Tangerang - Kota,Pinang,Pinang,15145
1239,Banten,Tangerang - Kota,Pinang,Nerogtog,15145
1240,Banten,Tangerang - Kota,Pinang,Kunciran Jaya,15144
1241,Banten,Tangerang - Kota,Pinang,Pakojan,15142
1242,Banten,Tangerang - Kota,Pinang,Cipete,15142
1243,Banten,Tangerang - Kota,Tangerang,Cikokol,15117
1244,Banten,Tangerang - Kota,Tangerang,Kelapa Indah,15117
1245,Banten,Tangerang - Kota,Tangerang,Babakan,15118
1246,Banten,Tangerang - Kota,Tangerang,Sukasari,15118
1247,Banten,Tangerang - Kota,Tangerang,Buaran Indah,15119
1248,Banten,Tangerang - Kota,Tangerang,Tanah Tinggi,15119
1249,Banten,Tangerang - Kota,Tangerang,Sukaasih,15111
1250,Banten,Tangerang - Kota,Tangerang,Sukarasa,15111
1251,Banten,Tangerang - Kota,Karawaci,Karawaci Baru,15116
1252,Banten,Tangerang - Kota,Karawaci,Nusa Jaya,15116
1253,Banten,Tangerang - Kota,Karawaci,Bojong Jaya,15115
1254,Banten,Tangerang - Kota,Karawaci,Karawaci,15115
1255,Banten,Tangerang - Kota,Karawaci,Cimone Jaya,15116
1256,Banten,Tangerang - Kota,Karawaci,Cimone,15114
1257,Banten,Tangerang - Kota,Karawaci,Bugel,15113
1258,Banten,Tangerang - Kota,Karawaci,Margasari,15114
1259,Banten,Tangerang - Kota,Karawaci,Pabuaran,15114
1260,Banten,Tangerang - Kota,Karawaci,Sukajadi,15113
1261,Banten,Tangerang - Kota,Karawaci,Gerendeng,15113
1262,Banten,Tangerang - Kota,Karawaci,Koang Jaya,15112
1263,Banten,Tangerang - Kota,Karawaci,Pasar Baru,15112
1264,Banten,Tangerang - Kota,Karawaci,Sumur Pancing,15114
1265,Banten,Tangerang - Kota,Karawaci,Pabuaran Tumpeng,15112
1266,Banten,Tangerang - Kota,Karawaci,Nambo Jaya,15112
1267,Banten,Tangerang - Kota,Jatiuwung,Manis Jaya,15136
1268,Banten,Tangerang - Kota,Jatiuwung,Jatake,15136
1269,Banten,Tangerang - Kota,Jatiuwung,Gandasari,15137
1270,Banten,Tangerang - Kota,Jatiuwung,Kroncong,15134
1271,Banten,Tangerang - Kota,Jatiuwung,Alam Jaya,15133
1272,Banten,Tangerang - Kota,Jatiuwung,Pasir Jaya,15135
1273,Banten,Tangerang - Kota,Cibodas,Panunggangan Barat,15139
1274,Banten,Tangerang - Kota,Cibodas,Cibodasari,15138
1275,Banten,Tangerang - Kota,Cibodas,Cibodas Baru,15138
1276,Banten,Tangerang - Kota,Cibodas,Cibodas,15138
1277,Banten,Tangerang - Kota,Cibodas,Uwung Jaya,15138
1278,Banten,Tangerang - Kota,Cibodas,Jatiuwung,15134
1279,Banten,Tangerang - Kota,Periuk,Gembor,15133
1280,Banten,Tangerang - Kota,Periuk,Gebang Raya,15132
1281,Banten,Tangerang - Kota,Periuk,Sangiang Jaya,15132
1282,Banten,Tangerang - Kota,Periuk,Periuk,15131
1283,Banten,Tangerang - Kota,Periuk,Periuk Jaya,15131
1284,Banten,Tangerang - Kota,Batuceper,Poris Gaga Baru,15122
1285,Banten,Tangerang - Kota,Batuceper,Poris Jaya,15122
1286,Banten,Tangerang - Kota,Batuceper,Poris Gaga,15122
1287,Banten,Tangerang - Kota,Batuceper,Kebon Besar,15122
1288,Banten,Tangerang - Kota,Batuceper,Batuceper,15122
1289,Banten,Tangerang - Kota,Batuceper,Batujaya,15121
1290,Banten,Tangerang - Kota,Batuceper,Batusari,15121
1291,Banten,Tangerang - Kota,Neglasari,Karang Anyar,15121
1292,Banten,Tangerang - Kota,Neglasari,Karang Sari,15121
1293,Banten,Tangerang - Kota,Neglasari,Neglasari,15129
1294,Banten,Tangerang - Kota,Neglasari,Mekarsari,15129
1295,Banten,Tangerang - Kota,Neglasari,Kedaung Baru,15128
1296,Banten,Tangerang - Kota,Neglasari,Kedaung Wetan,15128
1297,Banten,Tangerang - Kota,Neglasari,Selapajang Jaya,15127
1298,Banten,Tangerang - Kota,Benda,Belendung,15123
1299,Banten,Tangerang - Kota,Benda,Jurumudi Baru,15124
1300,Banten,Tangerang - Kota,Benda,Jurumudi,15124
1301,Banten,Tangerang - Kota,Benda,Pajang,15126
1302,Banten,Tangerang - Kota,Benda,Benda,15125
1303,Banten,Tangerang Selatan,Setu,Kranggan,15312
1304,Banten,Tangerang Selatan,Setu,Muncul,15314
1305,Banten,Tangerang Selatan,Setu,Kademangan,15313
1306,Banten,Tangerang Selatan,Setu,Setu,15314
1307,Banten,Tangerang Selatan,Setu,Babakan,15315
1308,Banten,Tangerang Selatan,Setu,Bakti Jaya,15315
1309,Banten,Tangerang Selatan,Serpong,Buaran,15310
1310,Banten,Tangerang Selatan,Serpong,Ciater,15310
1311,Banten,Tangerang Selatan,Serpong,Rawa Mekar Jaya,15310
1312,Banten,Tangerang Selatan,Serpong,Rawa Buntu,15318
1313,Banten,Tangerang Selatan,Serpong,Serpong,15311
1314,Banten,Tangerang Selatan,Serpong,Cilenggang,15310
1315,Banten,Tangerang Selatan,Serpong,Lengkong Gudang,15321
1316,Banten,Tangerang Selatan,Serpong,Lengkong Gudang Timur,15321
1317,Banten,Tangerang Selatan,Serpong,Lengkong Wetan,15322
1318,Banten,Tangerang Selatan,Pamulang,Pondok Benda,15416
1319,Banten,Tangerang Selatan,Pamulang,Pamulang Barat,15417
1320,Banten,Tangerang Selatan,Pamulang,Pamulang Timur,15417
1321,Banten,Tangerang Selatan,Pamulang,Pondok Cabe Udik,15418
1322,Banten,Tangerang Selatan,Pamulang,Pondok Cabe Ilir,15418
1323,Banten,Tangerang Selatan,Pamulang,Kedaung,15415
1324,Banten,Tangerang Selatan,Pamulang,Bambu Apus,15415
1325,Banten,Tangerang Selatan,Pamulang,Benda Baru,15418
1326,Banten,Tangerang Selatan,Ciputat,Sarua,15414
1327,Banten,Tangerang Selatan,Ciputat,Jombang,15414
1328,Banten,Tangerang Selatan,Ciputat,Sawah Baru,15413
1329,Banten,Tangerang Selatan,Ciputat,Sarua Indah,15414
1330,Banten,Tangerang Selatan,Ciputat,Sawah Lama,15413
1331,Banten,Tangerang Selatan,Ciputat,Ciputat,15411
1332,Banten,Tangerang Selatan,Ciputat,Cipayung,15411
1333,Banten,Tangerang Selatan,Ciputat Timur,Pisangan,15419
1334,Banten,Tangerang Selatan,Ciputat Timur,Cireundeu,15419
1335,Banten,Tangerang Selatan,Ciputat Timur,Cempaka Putih,15412
1336,Banten,Tangerang Selatan,Ciputat Timur,Rempoa,15412
1337,Banten,Tangerang Selatan,Ciputat Timur,Rengas,15412
1338,Banten,Tangerang Selatan,Ciputat Timur,Pondok Ranji,15412
1339,Banten,Tangerang Selatan,Pondok Aren,Perigi Baru,15228
1340,Banten,Tangerang Selatan,Pondok Aren,Pondok Kacang Barat,15226
1341,Banten,Tangerang Selatan,Pondok Aren,Pondok Kacang Timur,15226
1342,Banten,Tangerang Selatan,Pondok Aren,Perigi Lama,15227
1343,Banten,Tangerang Selatan,Pondok Aren,Pondok Pucung,15229
1344,Banten,Tangerang Selatan,Pondok Aren,Pondok Jaya,15220
1345,Banten,Tangerang Selatan,Pondok Aren,Pondok Aren,15224
1346,Banten,Tangerang Selatan,Pondok Aren,Jurang Manggu Barat,15223
1347,Banten,Tangerang Selatan,Pondok Aren,Jurang Manggu Timur,15222
1348,Banten,Tangerang Selatan,Pondok Aren,Pondok Karya,15225
1349,Banten,Tangerang Selatan,Pondok Aren,Pondok Betung,15221
1350,Banten,Tangerang Selatan,Serpong Utara,Lengkong Karya,15320
1351,Banten,Tangerang Selatan,Serpong Utara,Jelupang,15323
1352,Banten,Tangerang Selatan,Serpong Utara,Pondok Jagung,15326
1353,Banten,Tangerang Selatan,Serpong Utara,Pondok Jagung Timur,15326
1354,Banten,Tangerang Selatan,Serpong Utara,Pakulonan,15325
1355,Banten,Tangerang Selatan,Serpong Utara,Paku Alam,15320
1356,Banten,Tangerang Selatan,Serpong Utara,Paku Jaya,15324
1357,Banten,Tangerang - Kabupaten,Cisoka,Jeung Jing,15730
1358,Banten,Tangerang - Kabupaten,Cisoka,Cisoka,15730
1359,Banten,Tangerang - Kabupaten,Cisoka,Sukatani,15730
1360,Banten,Tangerang - Kabupaten,Cisoka,Cempaka,15730
1361,Banten,Tangerang - Kabupaten,Cisoka,Karangharja,15730
1362,Banten,Tangerang - Kabupaten,Cisoka,Carenang,15730
1363,Banten,Tangerang - Kabupaten,Cisoka,Bojongloa,15730
1364,Banten,Tangerang - Kabupaten,Cisoka,Caringin,15730
1365,Banten,Tangerang - Kabupaten,Cisoka,Selapajang,15730
1366,Banten,Tangerang - Kabupaten,Cisoka,Cibugel,15730
1367,Banten,Tangerang - Kabupaten,Solear,Cikasungka,15730
1368,Banten,Tangerang - Kabupaten,Solear,Cikuya,15730
1369,Banten,Tangerang - Kabupaten,Solear,Cikareo,15730
1370,Banten,Tangerang - Kabupaten,Solear,Cireundeu,15730
1371,Banten,Tangerang - Kabupaten,Solear,Solear,15730
1372,Banten,Tangerang - Kabupaten,Solear,Pasanggrahan,15730
1373,Banten,Tangerang - Kabupaten,Solear,Munjul,15730
1374,Banten,Tangerang - Kabupaten,Tigaraksa,Cileles,15720
1375,Banten,Tangerang - Kabupaten,Tigaraksa,Bantar Panjang,15720
1376,Banten,Tangerang - Kabupaten,Tigaraksa,Sodong,15720
1377,Banten,Tangerang - Kabupaten,Tigaraksa,Tapos,15720
1378,Banten,Tangerang - Kabupaten,Tigaraksa,Marga Sari,15720
1379,Banten,Tangerang - Kabupaten,Tigaraksa,Kadu Agung,15720
